zone_id,jurisdiction_id,jurisdiction_name,zone_code,zone_name,category,min_lot_size_sf,min_lot_width_ft,max_density_dua,max_far,max_lot_coverage_pct,max_height_ft,max_stories,front_setback_ft,side_setback_ft,rear_setback_ft,parking_ratio,source_doc,source_citation,source_page,provenance,confidence,human_verified,notes
az-tempe:r-3,az-tempe,City of Tempe,R-3,Multi-Family Residential District,residential,2180,TBD,20,TBD,50,30,TBD,20,10,15,,az-tempe-zoning,Table 4-202B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r-3r,az-tempe,City of Tempe,R-3R,Multi-Family Residential (Restricted) District,residential,2900,TBD,15,TBD,45,30,TBD,20,10,15,,az-tempe-zoning,Table 4-202B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r-4,az-tempe,City of Tempe,R-4,Multi-Family Residential District,residential,1740,TBD,25,TBD,60,40,TBD,20,10,10,,az-tempe-zoning,Table 4-202B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r-5,az-tempe,City of Tempe,R-5,Multi-Family Residential District,residential,1450,TBD,30,TBD,70,50,TBD,20,10,10,,az-tempe-zoning,Table 4-202B,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r-o,az-tempe,City of Tempe,R/O,Residential/Office District,commercial,TBD,TBD,10,TBD,35,30,TBD,15,10,10,,az-tempe-zoning,Table 4-203A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-10,az-tempe,City of Tempe,R1-10,Single-Family Residential District,residential,10000,90,2.8,TBD,45,30,TBD,30,10,25,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-15,az-tempe,City of Tempe,R1-15,Single-Family Residential District,residential,15000,115,2.4,TBD,45,30,TBD,35,15,30,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-4,az-tempe,City of Tempe,R1-4,Single-Family Residential District,residential,4000,TBD,8,TBD,TBD,35,TBD,TBD,TBD,15,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-5,az-tempe,City of Tempe,R1-5,Single-Family Residential District,residential,5000,TBD,6,TBD,TBD,30,TBD,20,5,15,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-6,az-tempe,City of Tempe,R1-6,Single-Family Residential District,residential,6000,60,4,TBD,45,30,TBD,20,5,15,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-7,az-tempe,City of Tempe,R1-7,Single-Family Residential District,residential,7000,70,3.75,TBD,45,30,TBD,20,7,15,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-8,az-tempe,City of Tempe,R1-8,Single-Family Residential District,residential,8000,80,3.35,TBD,45,30,TBD,20,7,20,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:r1-pad,az-tempe,City of Tempe,R1-PAD,Single-Family Planned Area Development District,planned,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-tempe-zoning,Table 4-202A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:rcc,az-tempe,City of Tempe,RCC,Regional Commercial Corridor District,commercial,TBD,TBD,TBD,TBD,50,75,TBD,25,25,25,,az-tempe-zoning,Table 4-203A,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:rmh,az-tempe,City of Tempe,RMH,Residential Mobile Home District,residential,3500,50,7,TBD,60,30,TBD,5,5,5,,az-tempe-zoning,Table 4-202C,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tempe:tp,az-tempe,City of Tempe,TP,Tourist Park District,residential,1500,30,14,TBD,60,30,TBD,10,5,5,,az-tempe-zoning,Table 4-202C,,official-html,extracted,,"Carried from the vault's prior official-source Tempe ZDC pass (note status reviewed, source_last_verified 2026-05-25); not re-verified this run."
az-tolleson:c-1,az-tolleson,City of Tolleson,C-1,Neighborhood Commercial - 1 District,commercial,6850,TBD,43.56,TBD,40,30,TBD,20,0,0,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-44",,official-html,extracted,,"Min lot 6,850 sf; residential min area per DU 1,000 sf -> density 43.56. Baseline non-residential setbacks front 20/side 0/street-side 20/rear 0; 25 ft required along abutting residential line when development >10,500 sf. Coverage 40%."
az-tolleson:c-2,az-tolleson,City of Tolleson,C-2,General Commercial - 2 District,commercial,6850,TBD,43.56,TBD,40,50,TBD,25,0,0,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-44",,official-html,extracted,,"Min lot 6,850 sf; residential min area per DU 1,000 sf -> density 43.56. Baseline non-residential setbacks front 25/side 0/street-side 25/rear 0; 25 ft when adjacent to residential. Height 50 ft within 30 ft of residential, increasable 1 ft per 3 ft added setback up to 60. Coverage 40%."
az-tolleson:core,az-tolleson,City of Tolleson,CORE,Downtown Tolleson CORE District,downtown,5000,25,15,1.5,TBD,35,TBD,0,0,5,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-94",,official-html,extracted,,"Building standards published as an embedded image (12-4-94-02.png) read directly: min lot 0 sf non-residential/mixed, 5,000 sf residential (residential value used); width 25; depth 25; front 0/side 0/corner 5/rear 5; height 35; residential intensity 15 du/ac; non-residential FAR 1.5. Coverage not specified."
az-tolleson:i-1,az-tolleson,City of Tolleson,I-1,Light Industrial Park District,industrial,TBD,TBD,TBD,TBD,TBD,75,TBD,25,0,0,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-64",,official-html,extracted,,Height 75. Baseline setbacks front 25/side 0/street-side 15/rear 0; side and rear become 60 ft minimum when adjacent to residential. No min lot area or coverage in code (TBD).
az-tolleson:i-2,az-tolleson,City of Tolleson,I-2,General Industrial District,industrial,TBD,TBD,TBD,TBD,TBD,75,TBD,25,0,0,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-64",,official-html,extracted,,Height 75 (specialized structures may exceed with Council approval). Baseline setbacks front 25/side 0/street-side 15/rear 0; side and rear become 90 ft minimum when adjacent to residential. No min lot area or coverage in code (TBD).
az-tolleson:r-2,az-tolleson,City of Tolleson,R-2,Residential Multi-Family District,residential,7000,TBD,43.56,TBD,40,40,3,25,10,15,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-21(E)",,official-html,extracted,,"Min area per dwelling unit 1,000 sf; density 43,560/1,000 = 43.56 (subject to site plan). Street-side 15. Coverage 40% (45% for property zoned R-2 prior to 1987)."
az-tolleson:r-mhp,az-tolleson,City of Tolleson,R-MHP,Residential Mobile Home Park District,residential,435600,TBD,12.45,TBD,TBD,15,TBD,5,10,5,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-21(E)",,official-html,extracted,,"Min lot 10 acres (435,600 sf). Min area per DU 3,500 sf; density 43,560/3,500 = 12.45. Setbacks are rental-space-line (front 5/side 10/rear 5); park perimeter yard 20 ft. Height 15."
az-tolleson:r1-18,az-tolleson,City of Tolleson,R1-18,Residential 1-18 District,residential,18000,TBD,TBD,TBD,50,30,2,30,10,20,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-20(E)",,official-html,extracted,,Street-side 20. Max coverage 50%.
az-tolleson:r1-35,az-tolleson,City of Tolleson,R1-35,Residential 1-35 District,residential,35000,TBD,TBD,TBD,50,30,2,30,20,20,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-20(E)",,official-html,extracted,,"Reached via api.municode.com (clientId 4636, productId 15320, jobId 488733). Street-side 25. Max coverage 50% (includes slabs, patios, driveways)."
az-tolleson:r1-7,az-tolleson,City of Tolleson,R1-7,Residential 1-7 District,residential,7000,TBD,TBD,TBD,50,30,2,25,5,15,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-20(E)",,official-html,extracted,,"Street-side 10. Max coverage 50% (45% for property zoned R1-7 prior to 1987, which also has min lot 6,000 sf and reduced setbacks front 22/side 4/street-side 8/rear 13)."
az-tolleson:r1-mh,az-tolleson,City of Tolleson,R1-MH,Residential Mobile Home District,residential,7000,TBD,TBD,TBD,TBD,15,1,20,5,15,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-20(E)",,official-html,extracted,,"Street-side 10. Coverage footnote applies only to R1-35/R1-18/R1-7, so R1-MH coverage TBD."
az-tolleson:rvp,az-tolleson,City of Tolleson,RVP,Recreational Vehicle Park District,residential,217800,TBD,29.04,TBD,TBD,15,TBD,5,5,5,,az-tolleson-zoning,"Tolleson Zoning Code Art. 12-4, Sec. 12-4-21(E)",,official-html,extracted,,"Min lot 5 acres (217,800 sf). Min area per space 1,500 sf; density 43,560/1,500 = 29.04. Setbacks are rental-space-line (front 5/side 5/rear 5); park perimeter yard 20 ft. Height 15."
az-tucson:c-1,az-tucson,City of Tucson,C-1,Commercial Zone (C-1),commercial,0,TBD,36,TBD,75,30,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.20; Table 6.3-4.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 0. Residential Density (max) 36/acre. Lot Coverage (max): Res 75% (recorded), Nonres N/A. Height (max): Res 25', Nonres 30' (recorded 30' as the max). Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:c-2,az-tucson,City of Tucson,C-2,Commercial Zone (C-2),commercial,0,TBD,44,TBD,70,40,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.21; Table 6.3-4.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 0. Residential Density (max) 44/acre. Lot Coverage (max): Res 70% (recorded), Nonres N/A. Height (max) 40'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:c-3,az-tucson,City of Tucson,C-3,Commercial Zone (C-3),commercial,0,TBD,87,TBD,80,75,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.22; Table 6.3-4.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 0. Residential Density (max) 87/acre. Lot Coverage (max): Res 80% (recorded), Nonres N/A. Height (max) 75'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:i-1,az-tucson,City of Tucson,I-1,Light Industrial Zone (I-1),industrial,0,TBD,TBD,TBD,TBD,75,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.29; Table 6.3-5.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 0. Residential Density (max) N/A. Lot Coverage (max) N/A. Height (max) 75'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:i-2,az-tucson,City of Tucson,I-2,Heavy Industrial Zone (I-2),industrial,0,TBD,TBD,TBD,TBD,140,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.30; Table 6.3-5.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 0. Residential Density (max) 1 unit for a caretaker (not du/ac, density TBD). Lot Coverage (max) N/A. Height (max) 140'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:ir,az-tucson,City of Tucson,IR,Institutional Reserve,special,1568160,TBD,TBD,TBD,10,30,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.2; Table 6.3-6.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 36 acres = 1,568,160 sf. Residential density 1 unit/36 acres (not stated as du/ac, density TBD). Lot Coverage (max): SF/MH N/A, Nonres 10% (recorded 10%). Height (max) 30'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:mh-1,az-tucson,City of Tucson,MH-1,Mobile Home Zone (MH-1),residential,6000,TBD,8,TBD,70,25,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.10; Table 6.3-2.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 6,000 sf. Residential Density (max): SF/MH 1/6,000 sf; MF/MH Park 8/acre (recorded 8 du/ac); Middle Housing 4/6,000 sf. Lot Coverage (max) 70%. Height (max) 25'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:mh-2,az-tucson,City of Tucson,MH-2,Mobile Home Zone (MH-2),residential,4000,TBD,15,TBD,70,25,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.11; Table 6.3-2.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min) 4,000 sf. Residential Density (max): SF/MH 1/4,000 sf; MF & MH Park 15/acre (recorded 15 du/ac); Middle Housing 4/4,000 sf. Lot Coverage (max): SF/MH/Res Care Services 70% (recorded), MF & MH Park 75%, Nonres see Exceptions. Height (max) 25'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:mu,az-tucson,City of Tucson,MU,Mixed Use Zone (MU),mixed-use,5000,TBD,15,TBD,70,30,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.23; Table 6.3-7.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min): SF 7,000 sf, MF 5,000 sf (recorded MF 5,000 sf as the minimum), Nonres N/A. Residential Density (max): SF 1/7,000 sf; MF 15/acre (recorded 15 du/ac). Lot Coverage (max): SF 70% (recorded), MF 75%, Nonres N/A. Height (max): Res 25', Nonres 30' (recorded 30' as the max). Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
az-tucson:nc,az-tucson,City of Tucson,NC,Neighborhood Commercial Zone (NC),commercial,7000,TBD,8,TBD,70,25,TBD,TBD,TBD,TBD,,az-tucson-zoning,UDC Sec. 4.7.18; Table 6.3-7.A (Sec. 6.3),,official-html,extracted,,"Lot Size/Site Area (min): Res 7,000 sf (recorded), Nonres 10,000 sf. Residential Density (max) 8/acre. Lot Coverage (max): Res 70% (recorded), Nonres N/A. Height (max) 25'. Setbacks are formula-based perimeter yards (UDC Sec. 6.3.3 / Sec. 6.4.5), not fixed front/side/rear values; the street perimeter yard references UDC Sec. 6.4.5.C and interior perimeter yards depend on use type and adjacency, often expressed as a multiple of building height '(H)'. Recorded as TBD; see Table 6.3 for the per-adjacency values."
